adcode,business,city,cityCode,city_level,corn_str,country,country_code,country_code_iso,country_code_iso2,direction,distance,district,formatted_address,lat,location,lon,poiRegions,pois,province,roads,sematic_description,street,street_number,town
110112,,北京市,131,2,"116.57,39.80",中国,0,CHN,CN,,,通州区,北京市通州区科创十街,39.80,"{'lat': 39.800000085527664, 'lng': 116.56999999999992}",116.57,[],[],北京市,[],定海园三里西南426米,科创十街,,
110109,,北京市,131,2,"116.09,39.88",中国,0,CHN,CN,,,门头沟区,北京市门头沟区X021(京昆路),39.88,"{'lat': 39.88000007975422, 'lng': 116.08999999999993}",116.09,[],[],北京市,[],秋坡村东267米,X021(京昆路),,
110112,,北京市,131,2,"116.65,39.80",中国,0,CHN,CN,,,通州区,北京市通州区X011(潞西路),39.80,"{'lat': 39.800000085527664, 'lng': 116.64999999999993}",116.65,[],[],北京市,[],徐庄东86米,X011(潞西路),,
110101,"广渠门,花市,磁器口",北京市,131,2,"116.44,39.90",中国,0,CHN,CN,附近,7,东城区,北京市东城区广渠门内大街35-7号,39.90,"{'lat': 39.90000007821559, 'lng': 116.43999999999994}",116.44,"[{'direction_desc': '内', 'uid': 'afbca09a6e5834b26fa3cc03', 'name': '富贵园-三区', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"富贵园-三区内,家乐福(广渠门店)附近31米",广渠门内大街,35-7号,
110114,,北京市,131,2,"116.18,40.22",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.22,"{'lat': 40.220000048955285, 'lng': 116.17999999999995}",116.18,[],[],北京市,[],中御信(昌平)文化产业基地西295米,,,
110114,,北京市,131,2,"116.13,40.23",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.23,"{'lat': 40.230000047915986, 'lng': 116.12999999999994}",116.13,[],[],北京市,[],镒豪鑫隆商贸中心东南799米,,,
110114,,北京市,131,2,"116.42,40.15",中国,0,CHN,CN,,,昌平区,北京市昌平区北七家二号路,40.15,"{'lat': 40.15000005603932, 'lng': 116.41999999999993}",116.42,"[{'direction_desc': '内', 'uid': '7d807df543bc847da8175ae7', 'name': '远洋傲北(巴摩梭罗)', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],远洋傲北(巴摩梭罗)内,北七家二号路,,
110114,北七家,北京市,131,2,"116.46,40.12",中国,0,CHN,CN,,,昌平区,北京市昌平区X036(岭上西路),40.12,"{'lat': 40.12000005896772, 'lng': 116.45999999999992}",116.46,"[{'direction_desc': '内', 'uid': '59bdf10a7c448065b8df8ff3', 'name': '八仙别墅', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],八仙别墅内,X036(岭上西路),,
110113,,北京市,131,2,"116.74,40.21",中国,0,CHN,CN,,,顺义区,北京市顺义区北小营大街,40.21,"{'lat': 40.210000049987954, 'lng': 116.73999999999994}",116.74,[],[],北京市,[],捷安特专卖店(北小营店)东474米,北小营大街,,
110114,,北京市,131,2,"116.46,40.08",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.08,"{'lat': 40.08000006276586, 'lng': 116.45999999999992}",116.46,[],[],北京市,[],歇甲庄东北337米,,,
110111,,北京市,131,2,"116.03,39.63",中国,0,CHN,CN,,,房山区,北京市房山区,39.63,"{'lat': 39.63000009566666, 'lng': 116.02999999999993}",116.03,[],[],北京市,[],西沙地南894米,,,
110107,"八宝山,鲁谷,永乐",北京市,131,2,"116.25,39.91",中国,0,CHN,CN,附近,26,石景山区,北京市石景山区鲁谷路29号,39.91,"{'lat': 39.91000007743232, 'lng': 116.24999999999994}",116.25,"[{'direction_desc': '内', 'uid': 'b766bf73bd7bc328843304f3', 'name': '鲁谷74号院-北区', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"鲁谷74号院-北区内,物美超市(远洋山水店)西152米",鲁谷路,29号,
110113,,北京市,131,2,"116.81,40.27",中国,0,CHN,CN,附近,35,顺义区,北京市顺义区小唐山大街32号,40.27,"{'lat': 40.27000004369453, 'lng': 116.80999999999993}",116.81,[],[],北京市,[],,小唐山大街,32号,
110114,,北京市,131,2,"116.44,40.26",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.26,"{'lat': 40.26000004475932, 'lng': 116.43999999999994}",116.44,[],[],北京市,[],静之湖滑雪场西北536米,,,
110112,"八里桥,双桥",北京市,131,2,"116.63,39.91",中国,0,CHN,CN,,,通州区,北京市通州区,39.91,"{'lat': 39.91000007743232, 'lng': 116.62999999999992}",116.63,[],[],北京市,[],永顺镇中心小学分校南141米,,,
110106,南苑,北京市,131,2,"116.38,39.83",中国,0,CHN,CN,附近,20,丰台区,北京市丰台区槐房通久路24号,39.83,"{'lat': 39.830000083435124, 'lng': 116.37999999999994}",116.38,"[{'direction_desc': '内', 'uid': '7d7c79df4b074d1f26e0a0dd', 'name': '南苑', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"南苑内,北京市丰台区槐房小学北784米",槐房通久路,24号,
110113,,北京市,131,2,"116.91,40.20",中国,0,CHN,CN,,,顺义区,北京市顺义区赵曹路,40.20,"{'lat': 40.2000000510139, 'lng': 116.90999999999993}",116.91,[],[],北京市,[],,赵曹路,,
110119,,北京市,131,2,"116.35,40.52",中国,0,CHN,CN,,,延庆区,北京市延庆区,40.52,"{'lat': 40.52000001537281, 'lng': 116.34999999999992}",116.35,[],[],北京市,[],,,,
110111,韩村河,北京市,131,2,"115.97,39.60",中国,0,CHN,CN,,,房山区,北京市房山区X011(顾郑路),39.60,"{'lat': 39.600000097142235, 'lng': 115.96999999999993}",115.97,[],[],北京市,[],八一桥南84米,X011(顾郑路),,
110114,,北京市,131,2,"116.38,40.19",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.19,"{'lat': 40.19000005203301, 'lng': 116.37999999999994}",116.38,[],[],北京市,[],珍贵文物飞机展东北548米,,,
110108,"上地,马连洼,颐和园",北京市,131,2,"116.31,40.03",中国,0,CHN,CN,,,海淀区,北京市海淀区农大南路,40.03,"{'lat': 40.03000006733478, 'lng': 116.30999999999995}",116.31,[],[],北京市,[],万霖大厦-A座东295米,农大南路,,
110115,"同兴园,西红门,南苑",北京市,131,2,"116.37,39.80",中国,0,CHN,CN,东,53,大兴区,北京市大兴区西红门路11号,39.80,"{'lat': 39.800000085527664, 'lng': 116.36999999999995}",116.37,[],[],北京市,[],京客隆(西红门店)西195米,西红门路,11号,
110115,,北京市,131,2,"116.32,39.71",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.71,"{'lat': 39.71000009126624, 'lng': 116.31999999999994}",116.32,"[{'direction_desc': '内', 'uid': '9e993921547ec0bef4b91620', 'name': '大兴滨河森林公园', 'tag': '旅游景点;公园', 'distance': '0'}, {'direction_desc': '内', 'uid': 'de134f5dc2c5a2fb82288aca', 'name': '念坛公园', 'tag': '旅游景点;公园', 'distance': '0'}]",[],北京市,[],"大兴滨河森林公园内,念坛公园内0米",,,
110116,,北京市,131,2,"116.69,40.26",中国,0,CHN,CN,,,怀柔区,北京市怀柔区中富路,40.26,"{'lat': 40.26000004475932, 'lng': 116.68999999999993}",116.69,[],[],北京市,[],梭草北507米,中富路,,
131003,,廊坊市,191,2,"116.42,39.52",中国,0,CHN,CN,,,广阳区,河北省廊坊市广阳区北京新机场高速,39.52,"{'lat': 39.520000100602, 'lng': 116.41999999999993}",116.42,[],[],河北省,[],团城村东北285米,北京新机场高速,,
110114,十三陵,北京市,131,2,"116.24,40.27",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.27,"{'lat': 40.27000004369453, 'lng': 116.23999999999992}",116.24,[],[],北京市,[],长陵园村西北497米,,,
110112,,北京市,131,2,"116.73,39.75",中国,0,CHN,CN,,,通州区,北京市通州区,39.75,"{'lat': 39.75000008881694, 'lng': 116.72999999999993}",116.73,[],[],北京市,[],大耕垡村东北841米,,,
110118,,北京市,131,2,"116.81,40.48",中国,0,CHN,CN,,,密云区,北京市密云区,40.48,"{'lat': 40.4800000200888, 'lng': 116.80999999999993}",116.81,[],[],北京市,[],,,,
110115,,北京市,131,2,"116.56,39.67",中国,0,CHN,CN,,,大兴区,北京市大兴区青马路,39.67,"{'lat': 39.67000009355039, 'lng': 116.55999999999995}",116.56,[],[],北京市,[],马凤岗村西北474米,青马路,,
110109,,北京市,131,2,"115.64,40.00",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,40.00,"{'lat': 40.00000006997679, 'lng': 115.63999999999994}",115.64,[],[],北京市,[],,,,
110118,,北京市,131,2,"116.74,40.63",中国,0,CHN,CN,,,密云区,北京市密云区S310,40.63,"{'lat': 40.63000000216322, 'lng': 116.73999999999994}",116.74,"[{'direction_desc': '内', 'uid': 'f696f3c2f85133eb1b11d577', 'name': '云蒙山国家森林公园', 'tag': '旅游景点;公园', 'distance': '0'}]",[],北京市,[],"云蒙山国家森林公园内,西红台北751米",S310,,
110112,,北京市,131,2,"116.74,40.03",中国,0,CHN,CN,,,通州区,北京市通州区,40.03,"{'lat': 40.03000006733478, 'lng': 116.73999999999994}",116.74,[],[],北京市,[],南桃园村东677米,,,
110108,"小营,清河,西三旗",北京市,131,2,"116.35,40.04",中国,0,CHN,CN,,,海淀区,北京市海淀区S216(G6辅路),40.04,"{'lat': 40.04000006643732, 'lng': 116.34999999999992}",116.35,[],[],北京市,[],北砂小区东北132米,S216(G6辅路),,
110119,永宁,北京市,131,2,"116.16,40.52",中国,0,CHN,CN,,,延庆区,北京市延庆区滨河南路,40.52,"{'lat': 40.52000001537281, 'lng': 116.15999999999993}",116.16,[],[],北京市,[],孔化营村东北768米,滨河南路,,
110119,,北京市,131,2,"115.97,40.47",中国,0,CHN,CN,,,延庆区,北京市延庆区西顺城街,40.47,"{'lat': 40.47000002125881, 'lng': 115.96999999999993}",115.97,[],[],北京市,[],北关村西北299米,西顺城街,,
110115,,北京市,131,2,"116.44,39.56",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.56,"{'lat': 39.56000009895905, 'lng': 116.43999999999994}",116.44,[],[],北京市,[],礼贤镇西南456米,,,
110115,,北京市,131,2,"116.59,39.66",中国,0,CHN,CN,,,大兴区,北京市大兴区G104(京福路),39.66,"{'lat': 39.66000009409527, 'lng': 116.58999999999993}",116.59,[],[],北京市,[],罗庄二村东716米,G104(京福路),,
110109,,北京市,131,2,"115.90,40.03",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,40.03,"{'lat': 40.03000006733478, 'lng': 115.89999999999993}",115.90,[],[],北京市,[],,,,
110113,,北京市,131,2,"116.55,40.16",中国,0,CHN,CN,,,顺义区,北京市顺义区Y806,40.16,"{'lat': 40.16000005504844, 'lng': 116.54999999999993}",116.55,"[{'direction_desc': '内', 'uid': '1ef34ba0b46ed2d2882fb545', 'name': '东君府', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],东君府内,Y806,,
110108,,北京市,131,2,"116.23,40.14",中国,0,CHN,CN,,,海淀区,北京市海淀区梅所屯路,40.14,"{'lat': 40.14000005702287, 'lng': 116.22999999999993}",116.23,[],[],北京市,[],北京市海淀区振兴小学西161米,梅所屯路,,
130681,,保定市,307,2,"116.03,39.58",中国,0,CHN,CN,,,涿州市,河北省保定市涿州市,39.58,"{'lat': 39.58000009807226, 'lng': 116.02999999999993}",116.03,[],[],河北省,[],北京世纪齐力胶带厂北495米,,,
110118,,北京市,131,2,"116.81,40.44",中国,0,CHN,CN,,,密云区,北京市密云区X017(卸河路),40.44,"{'lat': 40.440000024745295, 'lng': 116.80999999999993}",116.81,[],[],北京市,[],北京鹏翔铝塑门窗厂西158米,X017(卸河路),,
110114,,北京市,131,2,"116.45,40.17",中国,0,CHN,CN,,,昌平区,北京市昌平区赴沟路,40.17,"{'lat': 40.17000005405039, 'lng': 116.44999999999993}",116.45,[],[],北京市,[],后吝沟北718米,赴沟路,,
110109,,北京市,131,2,"115.59,39.87",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,39.87,"{'lat': 39.870000080509456, 'lng': 115.58999999999993}",115.59,[],[],北京市,[],南坨西北716米,,,
110118,,北京市,131,2,"116.75,40.39",中国,0,CHN,CN,,,密云区,北京市密云区,40.39,"{'lat': 40.390000030470375, 'lng': 116.74999999999993}",116.75,[],[],北京市,[],西恒河村东南455米,,,
110116,庙城,北京市,131,2,"116.66,40.29",中国,0,CHN,CN,,,怀柔区,北京市怀柔区,40.29,"{'lat': 40.29000004154667, 'lng': 116.65999999999993}",116.66,[],[],北京市,[],北京金顺进口汽车修理厂北370米,,,
110108,四季青,北京市,131,2,"116.27,39.95",中国,0,CHN,CN,,,海淀区,北京市海淀区常润路,39.95,"{'lat': 39.95000007420785, 'lng': 116.26999999999992}",116.27,[],[],北京市,[],嘉德乐公馆东443米,常润路,,
110112,,北京市,131,2,"116.69,39.72",中国,0,CHN,CN,,,通州区,北京市通州区,39.72,"{'lat': 39.72000009066928, 'lng': 116.68999999999993}",116.69,[],[],北京市,[],国家现代农业科技城南595米,,,
110115,,北京市,131,2,"116.34,39.69",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.69,"{'lat': 39.69000009242914, 'lng': 116.33999999999993}",116.34,[],[],北京市,[],京版芳草教育科技仓库北690米,,,
110114,百善,北京市,131,2,"116.33,40.19",中国,0,CHN,CN,,,昌平区,北京市昌平区X030(南百路),40.19,"{'lat': 40.19000005203301, 'lng': 116.32999999999993}",116.33,[],[],北京市,[],万里通汽车修理厂东北249米,X030(南百路),,
110115,,北京市,131,2,"116.69,39.68",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.68,"{'lat': 39.68000009299498, 'lng': 116.68999999999993}",116.69,[],[],北京市,[],,,,
110114,,北京市,131,2,"116.29,40.10",中国,0,CHN,CN,,,昌平区,北京市昌平区生命科学园东路,40.10,"{'lat': 40.100000060882294, 'lng': 116.28999999999994}",116.29,"[{'direction_desc': '内', 'uid': '4edf9fbf9bc7ba95cd06a4af', 'name': '中关村生命科学园', 'tag': '公司企业;园区', 'distance': '0'}]",[],北京市,[],"中关村生命科学园内,春晖创新创业服务中心北208米",生命科学园东路,,
110112,,北京市,131,2,"116.87,39.81",中国,0,CHN,CN,,,通州区,北京市通州区G1(京哈高速),39.81,"{'lat': 39.810000084839956, 'lng': 116.86999999999993}",116.87,[],[],北京市,[],望君桥西北259米,G1(京哈高速),,
110109,,北京市,131,2,"115.77,40.00",中国,0,CHN,CN,附近,29,门头沟区,北京市门头沟区109国道68号,40.00,"{'lat': 40.00000006997679, 'lng': 115.76999999999992}",115.77,"[{'direction_desc': '内', 'uid': '850815e1e2c7e19b43e19208', 'name': '北京华电新明电器公司', 'tag': '公司企业;公司', 'distance': '0'}]",[],北京市,[],北京华电新明电器公司内,109国道,68号,
110108,"三里河,甘家口,百万庄",北京市,131,2,"116.34,39.93",中国,0,CHN,CN,附近,35,海淀区,北京市海淀区阜成路北4号楼,39.93,"{'lat': 39.93000007583822, 'lng': 116.33999999999993}",116.34,[],[],北京市,[],北京银行(甘家口支行)南141米,阜成路,北4号楼,
110115,,北京市,131,2,"116.65,39.71",中国,0,CHN,CN,,,大兴区,北京市大兴区北辛庄北路,39.71,"{'lat': 39.71000009126624, 'lng': 116.64999999999993}",116.65,[],[],北京市,[],北京东方忠益工业园南818米,北辛庄北路,,
110115,,北京市,131,2,"116.39,39.75",中国,0,CHN,CN,,,大兴区,北京市大兴区兴亦路,39.75,"{'lat': 39.75000008881694, 'lng': 116.38999999999993}",116.39,[],[],北京市,[],团河村西南225米,兴亦路,,
110115,,北京市,131,2,"116.38,39.63",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.63,"{'lat': 39.63000009566666, 'lng': 116.37999999999994}",116.38,[],[],北京市,[],,,,
110115,,北京市,131,2,"116.37,39.72",中国,0,CHN,CN,,,大兴区,北京市大兴区行知路,39.72,"{'lat': 39.72000009066928, 'lng': 116.36999999999995}",116.37,[],[],北京市,[],京兴六环汽车修理厂西359米,行知路,,
110119,,北京市,131,2,"115.95,40.46",中国,0,CHN,CN,,,延庆区,北京市延庆区X022,40.46,"{'lat': 40.46000002242499, 'lng': 115.94999999999993}",115.95,[],[],北京市,[],西屯村东北200米,X022,,
110114,,北京市,131,2,"116.12,40.20",中国,0,CHN,CN,,,昌平区,北京市昌平区水南路,40.20,"{'lat': 40.2000000510139, 'lng': 116.11999999999995}",116.12,[],[],北京市,[],,水南路,,
110105,"奥运村,大屯",北京市,131,2,"116.39,40.02",中国,0,CHN,CN,,,朝阳区,北京市朝阳区奥林西路辅路,40.02,"{'lat': 40.020000068223894, 'lng': 116.38999999999993}",116.39,"[{'direction_desc': '内', 'uid': '03d7e5971f3675483c9a5e9e', 'name': '奥林匹克森林公园', 'tag': '旅游景点;风景区', 'distance': '0'}]",[],北京市,[],"奥林匹克森林公园内,低碳馆南202米",奥林西路辅路,,
110107,"五里坨,西山",北京市,131,2,"116.14,39.97",中国,0,CHN,CN,,,石景山区,北京市石景山区,39.97,"{'lat': 39.97000007254172, 'lng': 116.13999999999993}",116.14,[],[],北京市,[],北京师范大学附属中学(京西分校)东291米,,,
110106,长阳,北京市,131,2,"116.17,39.78",中国,0,CHN,CN,,,丰台区,北京市丰台区京良桥,39.78,"{'lat': 39.78000008687338, 'lng': 116.16999999999993}",116.17,[],[],北京市,[],京良桥南143米,京良桥,,
110111,,北京市,131,2,"116.08,39.59",中国,0,CHN,CN,,,房山区,北京市房山区,39.59,"{'lat': 39.59000009761263, 'lng': 116.07999999999993}",116.08,[],[],北京市,[],祖村小学西北892米,,,
110118,,北京市,131,2,"117.12,40.61",中国,0,CHN,CN,,,密云区,北京市密云区政府路,40.61,"{'lat': 40.610000004586134, 'lng': 117.11999999999993}",117.12,[],[],北京市,[],高岭镇东327米,政府路,,
110105,"CBD,国贸,建外大街",北京市,131,2,"116.47,39.92",中国,0,CHN,CN,,,朝阳区,北京市朝阳区光华路,39.92,"{'lat': 39.92000007663986, 'lng': 116.46999999999993}",116.47,"[{'direction_desc': '内', 'uid': '21d0db16725a240b17948e78', 'name': '中央广播电视总台光华路办公区', 'tag': '房地产;写字楼', 'distance': '0'}]",[],北京市,[],中央广播电视总台光华路办公区内,光华路,,
110105,"来广营,望京",北京市,131,2,"116.47,40.03",中国,0,CHN,CN,,,朝阳区,北京市朝阳区来广营村四号路,40.03,"{'lat': 40.03000006733478, 'lng': 116.46999999999993}",116.47,"[{'direction_desc': '内', 'uid': '5f6ebdbd34d078dc8d7727c6', 'name': '十友园', 'tag': '旅游景点;公园', 'distance': '0'}]",[],北京市,[],十友园内,来广营村四号路,,
110111,,北京市,131,2,"116.14,39.66",中国,0,CHN,CN,,,房山区,北京市房山区,39.66,"{'lat': 39.66000009409527, 'lng': 116.13999999999993}",116.14,[],[],北京市,[],北京市房山区窦店镇六股道村卫生室东北593米,,,
110113,,北京市,131,2,"116.59,40.14",中国,0,CHN,CN,,,顺义区,北京市顺义区金马工业区中路,40.14,"{'lat': 40.14000005702287, 'lng': 116.58999999999993}",116.59,"[{'direction_desc': '内', 'uid': '3a0a78bda14087f96318092a', 'name': '金马工业开发区', 'tag': '公司企业;园区', 'distance': '0'}]",[],北京市,[],"金马工业开发区内,隆发购物中心北86米",金马工业区中路,,
110108,"田村,四季青,永定路",北京市,131,2,"116.26,39.94",中国,0,CHN,CN,,,海淀区,北京市海淀区旱河路辅路,39.94,"{'lat': 39.94000007502755, 'lng': 116.25999999999993}",116.26,[],[],北京市,[],碧森里东359米,旱河路辅路,,
110114,,北京市,131,2,"116.45,40.18",中国,0,CHN,CN,,,昌平区,北京市昌平区赴沟路,40.18,"{'lat': 40.180000053045205, 'lng': 116.44999999999993}",116.45,[],[],北京市,[],大赴任庄村东北589米,赴沟路,,
110111,,北京市,131,2,"116.15,39.67",中国,0,CHN,CN,,,房山区,北京市房山区良常路,39.67,"{'lat': 39.67000009355039, 'lng': 116.14999999999993}",116.15,[],[],北京市,[],下禅坊西南886米,良常路,,
110106,卢沟桥,北京市,131,2,"116.25,39.85",中国,0,CHN,CN,,,丰台区,北京市丰台区刘庄子路,39.85,"{'lat': 39.85000008199148, 'lng': 116.24999999999994}",116.25,[],[],北京市,[],北京铁路局丰台机务段西145米,刘庄子路,,
110112,,北京市,131,2,"116.66,40.02",中国,0,CHN,CN,,,通州区,北京市通州区,40.02,"{'lat': 40.020000068223894, 'lng': 116.65999999999993}",116.66,"[{'direction_desc': '内', 'uid': '19a3ee0af12e1c61a8f72992', 'name': '东郊湿地公园', 'tag': '旅游景点;公园', 'distance': '0'}]",[],北京市,[],东郊湿地公园内,,,
110105,,北京市,131,2,"116.59,39.87",中国,0,CHN,CN,,,朝阳区,北京市朝阳区青青北街,39.87,"{'lat': 39.870000080509456, 'lng': 116.58999999999993}",116.59,[],[],北京市,[],青青家园-北门东465米,青青北街,,
110105,"来广营,望京",北京市,131,2,"116.49,40.02",中国,0,CHN,CN,,,朝阳区,北京市朝阳区S50(北五环路),40.02,"{'lat': 40.020000068223894, 'lng': 116.48999999999992}",116.49,[],[],北京市,[],服务区东北103米,S50(北五环路),,
110112,潞城,北京市,131,2,"116.75,39.91",中国,0,CHN,CN,,,通州区,北京市通州区通胡南路,39.91,"{'lat': 39.91000007743232, 'lng': 116.74999999999993}",116.75,[],[],北京市,[],庙上东北258米,通胡南路,,
110116,,北京市,131,2,"116.59,40.43",中国,0,CHN,CN,,,怀柔区,北京市怀柔区,40.43,"{'lat': 40.4300000258992, 'lng': 116.58999999999993}",116.59,[],[],北京市,[],山吧(雁栖镇店)西963米,,,
110114,"回龙观,龙泽",北京市,131,2,"116.31,40.08",中国,0,CHN,CN,,,昌平区,北京市昌平区二拨子工业园区西路,40.08,"{'lat': 40.08000006276586, 'lng': 116.30999999999995}",116.31,[],[],北京市,[],二拨子村东南82米,二拨子工业园区西路,,
110119,,北京市,131,2,"116.13,40.57",中国,0,CHN,CN,,,延庆区,北京市延庆区,40.57,"{'lat': 40.57000000940638, 'lng': 116.12999999999994}",116.13,[],[],北京市,[],孟官屯村西北358米,,,
110109,,北京市,131,2,"116.16,39.90",中国,0,CHN,CN,,,门头沟区,北京市门头沟区G4501(西六环路),39.90,"{'lat': 39.90000007821559, 'lng': 116.15999999999993}",116.16,[],[],北京市,[],南庄子东南518米,G4501(西六环路),,
110105,,北京市,131,2,"116.55,40.04",中国,0,CHN,CN,,,朝阳区,北京市朝阳区康营家园中街,40.04,"{'lat': 40.04000006643732, 'lng': 116.54999999999993}",116.55,"[{'direction_desc': '内', 'uid': '680fb703eb70829c8ab9888a', 'name': '康营小区', 'tag': '房地产;住宅区', 'distance': '0'}, {'direction_desc': '内', 'uid': '4e7efb238df76f9cc8213dd9', 'name': '康营家园-25期', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"康营小区内,康营家园-25期内0米",康营家园中街,,
110108,"北航,学院路,北太平庄",北京市,131,2,"116.36,39.99",中国,0,CHN,CN,西,67,海淀区,北京市海淀区学院路38号,39.99,"{'lat': 39.99000007084043, 'lng': 116.35999999999993}",116.36,[],[],北京市,[],北京航空航天大学(学院路校区)-东门附近38米,学院路,38号,
110116,,北京市,131,2,"116.51,40.47",中国,0,CHN,CN,,,怀柔区,北京市怀柔区,40.47,"{'lat': 40.47000002125881, 'lng': 116.50999999999993}",116.51,"[{'direction_desc': '内', 'uid': '5a47248736f635e92b06ce5b', 'name': '响水湖长城风景区', 'tag': '旅游景点;风景区', 'distance': '0'}]",[],北京市,[],响水湖长城风景区内,,,
110105,双桥,北京市,131,2,"116.62,39.90",中国,0,CHN,CN,,,朝阳区,北京市朝阳区双桥中路,39.90,"{'lat': 39.90000007821559, 'lng': 116.61999999999993}",116.62,[],[],北京市,[],北京新智博华商贸有限责任公司北220米,双桥中路,,
110114,,北京市,131,2,"116.08,40.20",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.20,"{'lat': 40.2000000510139, 'lng': 116.07999999999993}",116.08,[],[],北京市,[],普瑞斯堡北741米,,,
110112,,北京市,131,2,"116.79,39.72",中国,0,CHN,CN,,,通州区,北京市通州区永黄路,39.72,"{'lat': 39.72000009066928, 'lng': 116.78999999999994}",116.79,[],[],北京市,[],永乐店三村西北123米,永黄路,,
110111,,北京市,131,2,"115.99,39.66",中国,0,CHN,CN,,,房山区,北京市房山区X014(瓦梨路),39.66,"{'lat': 39.66000009409527, 'lng': 115.98999999999992}",115.99,[],[],北京市,[],石楼镇西南236米,X014(瓦梨路),,
110111,,北京市,131,2,"116.06,39.78",中国,0,CHN,CN,,,房山区,北京市房山区,39.78,"{'lat': 39.78000008687338, 'lng': 116.05999999999995}",116.06,[],[],北京市,[],东沟东南659米,,,
110108,香山,北京市,131,2,"116.22,39.98",中国,0,CHN,CN,,,海淀区,北京市海淀区闵庄路辅路,39.98,"{'lat': 39.980000071695436, 'lng': 116.21999999999993}",116.22,"[{'direction_desc': '内', 'uid': 'c8b5cdefde6ec900130daa2d', 'name': '京香花园', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"京香花园内,未来之星双语艺术幼儿园西南193米",闵庄路辅路,,
110113,,北京市,131,2,"116.64,40.20",中国,0,CHN,CN,附近,17,顺义区,北京市顺义区蓝家营大门里街16号,40.20,"{'lat': 40.2000000510139, 'lng': 116.63999999999993}",116.64,[],[],北京市,[],蓝家营西南414米,蓝家营大门里街,16号,
110108,,北京市,131,2,"116.18,40.04",中国,0,CHN,CN,,,海淀区,北京市海淀区白家疃路,40.04,"{'lat': 40.04000006643732, 'lng': 116.17999999999995}",116.18,[],[],北京市,[],西山雅园南367米,白家疃路,,
110106,云岗,北京市,131,2,"116.15,39.82",中国,0,CHN,CN,,,丰台区,北京市丰台区云岗西路,39.82,"{'lat': 39.820000084142414, 'lng': 116.14999999999993}",116.15,[],[],北京市,[],睿思幼儿园西北388米,云岗西路,,
110109,,北京市,131,2,"116.07,40.05",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,40.05,"{'lat': 40.05000006553164, 'lng': 116.06999999999994}",116.07,[],[],北京市,[],,,,
110108,"北太平庄,学院路,牡丹园",北京市,131,2,"116.37,39.99",中国,0,CHN,CN,附近,28,海淀区,北京市海淀区学院路38号院-16号楼,39.99,"{'lat': 39.99000007084043, 'lng': 116.36999999999995}",116.37,"[{'direction_desc': '内', 'uid': '40d8358d04154b202d4733f0', 'name': '北医三院家属区小区', 'tag': '房地产;住宅区', 'distance': '0'}, {'direction_desc': '内', 'uid': 'cbc2b7eb74bb180fb5147f02', 'name': '北京大学(医学部)', 'tag': '教育培训;高等院校', 'distance': '0'}]",[],北京市,[],"北京大学(医学部)内,北大医学部16号楼内0米",学院路,38号院-16号楼,
110115,,北京市,131,2,"116.35,39.53",中国,0,CHN,CN,,,大兴区,北京市大兴区大贺路,39.53,"{'lat': 39.53000010020767, 'lng': 116.34999999999992}",116.35,[],[],北京市,[],,大贺路,,
110115,,北京市,131,2,"116.31,39.73",中国,0,CHN,CN,,,大兴区,北京市大兴区永华路辅路,39.73,"{'lat': 39.730000090062056, 'lng': 116.30999999999995}",116.31,[],[],北京市,[],姜庄子东南132米,永华路辅路,,
110113,"顺义城区,光明",北京市,131,2,"116.69,40.14",中国,0,CHN,CN,,,顺义区,北京市顺义区顺平辅线,40.14,"{'lat': 40.14000005702287, 'lng': 116.68999999999993}",116.69,[],[],北京市,[],顺鑫安汽车修理厂东187米,顺平辅线,,
110114,,北京市,131,2,"116.19,40.26",中国,0,CHN,CN,,,昌平区,北京市昌平区G7(京新高速),40.26,"{'lat': 40.26000004475932, 'lng': 116.18999999999994}",116.19,[],[],北京市,[],太平庄工业区东682米,G7(京新高速),,
